doi,title
10.1016/j.ejor.2019.07.005,"Global Sub-Increasing and Global Sub-Decreasing Returns to Scale in Free Disposal Hull Technologies: Definition, Characterization and Calculation"
10.1007/978-3-030-16949-7_6,Code Compression for Embedded Systems
10.1016/j.knosys.2019.06.026,Batch Bayesian optimization using multi-scale search
10.1007/s42979-019-0008-x,Energy Packet Networks: an Annotated Bibliography
10.1016/j.knosys.2019.06.032,Fast density peak clustering for large scale data based on kNN
10.1016/j.csl.2019.06.007,Extending sparse text with induced domain-specific lexicons and embeddings: A case study on predicting donations
10.1016/j.knosys.2019.06.022,SMOTE based class-specific extreme learning machine for imbalanced learning
10.1016/j.knosys.2019.06.033,Deep learning models and datasets for aspect term sentiment classification: Implementing holistic recurrent attention on target-dependent memories
10.1007/s42979-019-0006-z,Automatic Learning Algorithms for Local Support Vector Machines
10.1016/j.ejor.2019.07.001,Are Solar Panels Commodities? A Bayesian Hierarchical Approach to Detecting Quality Differences and Asymmetric Information
10.1016/j.tcs.2019.06.004,Algebraic graph rewriting with controlled embedding
10.1016/j.inffus.2019.06.025,Gradient structural similarity based gradient filtering for multi-modal image fusion
10.1016/j.cam.2019.06.004,Remote sensing images destriping using unidirectional hybrid total variation and nonconvex low-rank regularization
10.1109/LCSYS.2019.2921838,Construction Methods of the Nearest Positive System
10.1007/s42979-019-0003-2,Using Auditory Features for WiFi Channel State Information Activity Recognition
10.1109/LCSYS.2019.2922188,Control-Guided Communication: Efficient Resource Arbitration and Allocation in Multi-Hop Wireless Control Systems
10.1016/j.inffus.2019.06.011,Differentially private data publishing via cross-moment microaggregation
10.1016/j.ejor.2019.06.050,Project schedule performance under general mode implementation disruptions
10.1016/j.is.2019.06.006,Pivot-based approximate k-NN similarity joins for big high-dimensional data
10.1109/TIFS.2019.2924853,REMIND: Risk Estimation Mechanism for Images in Network Distribution
10.1016/j.knosys.2019.06.018,A data-driven M2 approach for evidential network structure learning
10.1109/TIP.2019.2925285,A Comparative Review of Recent Kinect-Based Action Recognition Algorithms
10.1016/j.knosys.2019.06.029,Multi-view factorization machines for mobile app recommendation based on hierarchical attention
10.1016/j.micpro.2019.06.009,Real-time ECG Monitoring using Compressive sensing on a Heterogeneous Multicore Edge-Device
10.1016/j.inffus.2019.06.003,Managing personalized individual semantics and consensus in linguistic distribution large-scale group decision making
10.1016/j.knosys.2019.06.019,A novel deep multi-criteria collaborative filtering model for recommendation system
10.1016/j.inffus.2019.06.013,Adaptive sliding window based activity recognition for assisted livings
10.1109/TIFS.2019.2925452,Selective Audio Adversarial Example in Evasion Attack on Speech Recognition System
10.1016/j.inffus.2019.06.006,On identification of driving-induced stress using electroencephalogram signals: A framework based on wearable safety-critical scheme and machine learning
10.1016/j.ejor.2019.07.003,Agency selling or reselling: E-tailer information sharing with supplier offline entry
10.1016/j.csl.2019.06.006,IESC-Child: An Interactive Emotional Children’s Speech Corpus
10.1016/j.inffus.2019.06.028,A novel multi-criteria group decision-making method for heterogeneous and dynamic contexts using multi-granular fuzzy linguistic modelling and consensus measures
10.1016/j.cam.2019.06.027,ART: Adaptive residual-time restarting for Krylov subspace matrix exponential evaluations
10.1016/j.knosys.2019.06.024,dyngraph2vec: Capturing network dynamics using dynamic graph representation learning
10.1016/j.knosys.2019.06.023,Granularity-based surrogate-assisted particle swarm optimization for high-dimensional expensive optimization
10.1016/j.inffus.2019.06.014,Imaging and fusing time series for wearable sensor-based human activity recognition
10.1016/j.ejor.2019.06.047,Designing a two-echelon distribution network under demand uncertainty
10.1016/j.ijinfomgt.2019.05.004,Examining gender differences in people’s information-sharing decisions on social networking sites
10.1016/j.inffus.2019.06.002,Scalable entity resolution for Web product descriptions
10.1016/j.cam.2019.06.045,Relaxed block upper–lower triangular preconditioner for generalized saddle point problems from the incompressible Navier–Stokes equations
10.1016/j.csl.2019.06.005,rVAD: An unsupervised segment-based robust voice activity detection method
10.1109/TIFS.2019.2925496,Secure and Differentially Private Logistic Regression for Horizontally Distributed Data
10.1016/j.ejor.2019.06.045,Controlling distribution inventory systems with shipment consolidation and compound Poisson demand
10.1109/TIFS.2019.2926193,Reliability Analysis of Large-Scale Adaptive Weighted Networks
10.1109/TIFS.2019.2926777,A PUF-Based Data-Device Hash for Tampered Image Detection and Source Camera Identification
10.1016/j.ejor.2019.06.048,Maintenance policy for a system with a weighted linear combination of degradation processes
10.1007/s42979-019-0001-4,An End-to-End Recognition System for Unconstrained Vietnamese Handwriting
10.1016/j.csl.2019.06.002,End-to-end DNN based text-independent speaker recognition for long and short utterances
10.1109/TIFS.2019.2924553,Learning a Compact Vein Discrimination Model With GANerated Samples
10.1109/TIFS.2019.2924555,Predictability of IP Address Allocations for Cloud Computing Platforms
10.1016/j.knosys.2019.07.002,Multi-source data fusion for aspect-level sentiment classification
10.1016/j.inffus.2019.06.027,A method based on the disappointment almost stochastic dominance degree for the multi-attribute decision making with linguistic distributions
10.1016/j.knosys.2019.06.031,Low-rank graph preserving discriminative dictionary learning for image recognition
10.1109/TIFS.2019.2933731,Symmetry Degree Measurement and its Applications to Anomaly Detection
10.1016/j.knosys.2019.06.028,Generalizing identity-based string comparison metrics: Framework and techniques
10.1109/TIFS.2019.2924549,A Theoretical Study of Hardware Performance Counters-Based Malware Detection
10.1016/j.knosys.2019.06.016,Distance-based measures of incoherence for pairwise comparisons
10.1016/j.is.2019.06.005,An exploration of IoT platform development
10.1016/j.inffus.2019.06.001,Environment-fusion multipath routing protocol for wireless sensor networks
10.1016/j.csi.2019.103363,How are UML Class Diagrams built in practice? A usability study of two UML tools: MagicDraw and Papyrus
10.1016/j.cam.2019.06.029,Periods in XOR parallel dynamical systems over directed dependency graphs
10.1016/j.knosys.2019.06.034,Improving interpolation-based oversampling for imbalanced data learning
10.1109/TIP.2019.2922837,FAMED-Net: A Fast and Accurate Multi-Scale End-to-End Dehazing Network
10.1016/j.tcs.2019.06.014,Optimal parameter choices via precise black-box analysis
10.1016/j.knosys.2019.06.015,"Adaptive melanoma diagnosis using evolving clustering, ensemble and deep neural networks"
10.1016/j.cam.2019.06.017,A new algorithm for the solution of nonlinear two-dimensional Volterra integro-differential equations of high-order
10.1016/j.knosys.2019.07.001,Sparse and low-redundant subspace learning-based dual-graph regularized robust feature selection
10.1007/s42979-019-0004-1,An Analysis of Software Bug Reports Using Machine Learning Techniques
10.1016/j.knosys.2019.06.017,An improved differential-based harmony search algorithm with linear dynamic domain
10.1007/s42979-019-0007-y,A Lightweight Indexing Approach for Efficient Batch Similarity Processing with MapReduce
10.1109/TIFS.2019.2929018,Electromagnetic Side Channel Information Leakage Created by Execution of Series of Instructions in a Computer Processor
10.1016/j.inffus.2019.07.002,Multi-sensor fusion based intelligent sensor relocation for health and safety monitoring in BSNs
10.1016/j.eswa.2019.07.016,Resilient Supplier Selection in Logistics 4.0 with Heterogeneous Information
10.1016/j.jsc.2019.07.009,On the Extended Hensel Construction and its application to the computation of real limit points
10.1016/j.knosys.2019.06.036,Truth finding by reliability estimation on inconsistent entities for heterogeneous data sets
10.1016/j.is.2019.07.003,Quality-aware skill translation models for expert finding on StackOverflow
10.1016/j.knosys.2019.06.037,Dynamic dominance rough set approach for processing composite ordered data
10.1016/j.knosys.2019.07.010,Gated and attentive neural collaborative filtering for user generated list recommendation
10.1016/j.comnet.2019.05.018,Unobtrusive and Robust Human Identification Using COTS RFID
10.1109/TIP.2019.2923608,Neural Multimodal Cooperative Learning Toward Micro-Video Understanding
10.1016/j.future.2019.07.016,Investigation in the influences of public opinion indicators on vegetable prices by corpora construction and WeChat article analysis
10.1109/TIFS.2019.2928256,SDTE: A Secure Blockchain-Based Data Trading Ecosystem
10.1109/TIFS.2019.2928506,On the Exact Relationship Between the Success Rate of Template Attack and Different Parameters
10.1016/j.is.2019.07.002,Understanding and improving ontology reasoning efficiency through learning and ranking
10.1016/j.eswa.2019.07.025,A tabu search based algorithm for the optimal design of multi-objective multi-product supply chain networks
10.1016/j.ejor.2019.07.021,"Combining lithography and Directed Self Assembly for the manufacturing of vias: Connections to graph coloring problems, integer programming formulations, and numerical experiments"
10.1016/j.ejor.2019.07.023,RobinX : a three-field classification and unified data format for round-robin sports timetabling
10.1109/TIFS.2019.2928622,An End-to-End Attack on Text CAPTCHAs
10.1016/j.knosys.2019.07.007,Hybrid teaching–learning-based optimization and neural network algorithm for engineering design optimization problems
10.1016/j.csda.2019.06.007,Detecting and testing altered brain connectivity networks with k-partite network topology
10.1016/j.sigpro.2019.07.006,Calibrating the error from sensor position uncertainty in TDOA-AOA localization
10.1016/j.is.2019.101415,Customized query auto-completion and suggestion — A review
10.1109/TIFS.2019.2928483,Private Information Retrieval Over Random Linear Networks
10.1109/TIP.2019.2926736,Hyperspectral Images Denoising via Nonconvex Regularized Low-Rank and Sparse Matrix Decomposition
10.1016/j.ipm.2019.102078,An extensive study on the evolution of context-aware personalized travel recommender systems
10.1016/j.future.2019.07.019,Optimization of lightweight task offloading strategy for mobile edge computing based on deep reinforcement learning
10.1016/j.cam.2019.07.002,A new P1 weak Galerkin method for the Biharmonic equation
10.1016/j.inffus.2019.07.004,"Choosing the proper autoencoder for feature fusion based on data complexity and classifiers: Analysis, Tips and guidelines."
10.1016/j.ejor.2019.07.029,A robust disaster preparedness model for effective and fair disaster response
10.1016/j.cam.2019.06.028,"Adaptive asynchronous time-stepping, stopping criteria, and a posteriori error estimates for fixed-stress iterative schemes for coupled poromechanics problems"
10.1109/TIP.2019.2927458,Jointly Using Low-Rank and Sparsity Priors for Sparse Inverse Synthetic Aperture Radar Imaging
10.1109/TIFS.2019.2928493,End-to-End Traceability of ICs in Component Supply Chain for Fighting Against Recycling
10.1016/j.jsc.2019.07.013,Elimination-based certificates for triangular equivalence and rank profiles
10.1109/TIFS.2019.2928207,Secure Distributed Dynamic State Estimation in Wide-Area Smart Grids
10.1007/s42979-019-0009-9,A General Approach to Conflict Detection in Software-Defined Networks
10.1016/j.ejor.2019.07.012,A conic relaxation model for searching for the global optimum of network data envelopment analysis
10.1109/TIP.2019.2923571,Exemplar-Based Recursive Instance Segmentation With Application to Plant Image Analysis
10.1016/j.ins.2019.06.064,Three-way confusion matrix for classification: A measure driven view
10.1016/j.sigpro.2019.07.019,Constrained state estimation using noisy destination information
10.1109/tvcg.2019.2934397,A Comparative Evaluation of Animation and Small Multiples for Trend Visualization on Mobile Phones
10.1016/j.ejor.2019.07.062,Dynamic traveling salesman problem with stochastic release dates
10.1016/j.ress.2019.106570,A resilience-based signal control for a time-dependent road network with hazmat transportation
10.1007/s42979-019-0011-2,Classification of Anti-phishing Solutions
10.1016/j.is.2019.07.004,Temporal data exchange
10.1016/j.knosys.2019.07.008,Deep learning fault diagnosis method based on global optimization GAN for unbalanced data
10.1109/TIP.2019.2927330,4D Light Field Superpixel and Segmentation
